source_id,source_name,dest_id,dest_name,distance_km,mean_travel_time_min,std_travel_time_min,hod,is_peak_morning,is_peak_evening,is_off_peak,is_monsoon,quarter,speed_proxy,src_it,dst_it,src_commercial,src_residential,src_industrial,dst_commercial,dst_residential,dst_industrial,hod_sin,hod_cos
8,Jayanagar,0,Whitefield,23.2,36.99,8.9,0,0,0,1,1,3,37.6318,0,1,0,1,0,0,0,0,0.0,1.0
8,Jayanagar,14,MG Road,7.91,22.63,7.84,10,1,0,0,1,3,20.9722,0,0,0,1,0,1,0,0,0.5,-0.866025
9,Rajajinagar,7,Electronic City,23.43,60.16,14.84,9,1,0,0,1,3,23.3677,0,1,0,1,0,0,0,0,0.707107,-0.707107
4,Koramangala,2,Yeshwanthpur,18.13,40.21,7.49,22,0,0,1,1,3,27.053,0,0,1,0,0,0,0,1,-0.5,0.866025
12,Bannerghatta Rd,1,Marathahalli,16.94,33.54,7.59,0,0,0,1,1,3,30.3041,0,1,0,1,0,0,0,0,0.0,1.0
5,Indiranagar,1,Marathahalli,8.1,25.53,6.62,12,0,0,1,1,3,19.0364,0,1,1,0,0,0,0,0,0.0,-1.0
4,Koramangala,1,Marathahalli,10.77,38.94,14.36,19,0,1,0,1,3,16.5948,0,1,1,0,0,0,0,0,-0.965926,0.258819
9,Rajajinagar,4,Koramangala,12.65,55.3,13.29,11,0,0,1,1,3,13.7251,0,0,0,1,0,1,0,0,0.258819,-0.965926
6,Hebbal,12,Bannerghatta Rd,19.85,63.41,11.22,20,0,1,0,1,3,18.7825,0,0,0,1,0,0,1,0,-0.866025,0.5
5,Indiranagar,8,Jayanagar,12.76,43.31,12.28,19,0,1,0,1,3,17.6772,0,0,1,0,0,0,1,0,-0.965926,0.258819
0,Whitefield,13,Sarjapur Road,14.88,22.26,7.79,13,0,0,1,1,3,40.1078,1,1,0,0,0,0,0,0,-0.258819,-0.965926
10,BTM Layout,4,Koramangala,6.09,15.65,8.56,13,0,0,1,1,3,23.3482,0,0,0,1,0,1,0,0,-0.258819,-0.965926
11,HSR Layout,3,Yelahanka,27.18,69.75,11.25,13,0,0,1,1,3,23.3806,0,0,1,0,0,0,1,0,-0.258819,-0.965926
0,Whitefield,6,Hebbal,25.97,49.83,17.28,8,1,0,0,1,3,31.2703,1,0,0,0,0,0,1,0,0.866025,-0.5
6,Hebbal,3,Yelahanka,9.43,9.0,3.81,5,0,0,1,1,3,62.8667,0,0,0,1,0,0,1,0,0.965926,0.258819
12,Bannerghatta Rd,7,Electronic City,18.06,9.27,6.43,2,0,0,1,1,3,116.8932,0,1,0,1,0,0,0,0,0.5,0.866025
15,Banashankari,12,Bannerghatta Rd,8.61,37.44,9.66,8,1,0,0,1,3,13.7981,0,0,0,1,0,0,1,0,0.866025,-0.5
14,MG Road,5,Indiranagar,3.93,14.52,5.47,10,1,0,0,1,3,16.2397,0,0,1,0,0,1,0,0,0.5,-0.866025
5,Indiranagar,9,Rajajinagar,11.6,55.8,12.11,19,0,1,0,1,3,12.4731,0,0,1,0,0,0,1,0,-0.965926,0.258819
0,Whitefield,7,Electronic City,23.75,61.38,22.04,20,0,1,0,1,3,23.216,1,1,0,0,0,0,0,0,-0.866025,0.5
5,Indiranagar,6,Hebbal,11.65,45.94,12.02,17,0,1,0,1,3,15.2155,0,0,1,0,0,0,1,0,-0.965926,-0.258819
11,HSR Layout,13,Sarjapur Road,7.87,23.35,7.73,13,0,0,1,1,3,20.2227,0,1,1,0,0,0,0,0,-0.258819,-0.965926
12,Bannerghatta Rd,6,Hebbal,20.66,36.03,7.6,0,0,0,1,1,3,34.4047,0,0,0,1,0,0,1,0,0.0,1.0
11,HSR Layout,1,Marathahalli,10.6,17.43,6.22,13,0,0,1,1,3,36.4888,0,1,1,0,0,0,0,0,-0.258819,-0.965926
1,Marathahalli,0,Whitefield,7.02,24.4,12.4,8,1,0,0,1,3,17.2623,1,1,0,0,0,0,0,0,0.866025,-0.5
14,MG Road,15,Banashankari,12.41,32.0,8.92,11,0,0,1,1,3,23.2688,0,0,1,0,0,0,1,0,0.258819,-0.965926
13,Sarjapur Road,5,Indiranagar,14.47,26.57,7.71,22,0,0,1,1,3,32.676,1,0,0,0,0,1,0,0,-0.5,0.866025
3,Yelahanka,7,Electronic City,34.83,60.54,9.47,22,0,0,1,1,3,34.5193,0,1,0,1,0,0,0,0,-0.5,0.866025
15,Banashankari,1,Marathahalli,22.32,88.01,21.39,8,1,0,0,1,3,15.2165,0,1,0,1,0,0,0,0,0.866025,-0.5
4,Koramangala,5,Indiranagar,5.99,22.58,6.16,21,0,0,1,1,3,15.9167,0,0,1,0,0,1,0,0,-0.707107,0.707107
5,Indiranagar,6,Hebbal,11.65,28.88,6.54,22,0,0,1,1,3,24.2036,0,0,1,0,0,0,1,0,-0.5,0.866025
8,Jayanagar,10,BTM Layout,4.41,14.99,7.63,21,0,0,1,1,3,17.6518,0,0,0,1,0,0,1,0,-0.707107,0.707107
5,Indiranagar,9,Rajajinagar,11.6,22.18,4.01,4,0,0,1,1,3,31.3796,0,0,1,0,0,0,1,0,0.866025,0.5
1,Marathahalli,9,Rajajinagar,18.83,88.89,26.11,17,0,1,0,1,3,12.7101,1,0,0,0,0,0,1,0,-0.965926,-0.258819
7,Electronic City,8,Jayanagar,16.21,32.55,13.05,9,1,0,0,1,3,29.8802,1,0,0,0,0,0,1,0,0.707107,-0.707107
15,Banashankari,9,Rajajinagar,10.72,33.27,6.49,15,0,0,1,1,3,19.3327,0,0,0,1,0,0,1,0,-0.707107,-0.707107
13,Sarjapur Road,2,Yeshwanthpur,25.83,68.63,12.43,13,0,0,1,1,3,22.582,1,0,0,0,0,0,0,1,-0.258819,-0.965926
1,Marathahalli,2,Yeshwanthpur,23.31,55.22,9.22,13,0,0,1,1,3,25.3278,1,0,0,0,0,0,0,1,-0.258819,-0.965926
12,Bannerghatta Rd,13,Sarjapur Road,14.21,35.66,6.59,5,0,0,1,1,3,23.9091,0,1,0,1,0,0,0,0,0.965926,0.258819
12,Bannerghatta Rd,0,Whitefield,22.66,40.66,8.54,3,0,0,1,1,3,33.4383,0,1,0,1,0,0,0,0,0.707107,0.707107
4,Koramangala,3,Yelahanka,22.49,65.59,18.22,9,1,0,0,1,3,20.5733,0,0,1,0,0,0,1,0,0.707107,-0.707107
14,MG Road,2,Yeshwanthpur,11.86,34.75,7.14,11,0,0,1,1,3,20.4777,0,0,1,0,0,0,0,1,0.258819,-0.965926
12,Bannerghatta Rd,14,MG Road,10.39,45.36,9.91,13,0,0,1,1,3,13.7434,0,0,0,1,0,1,0,0,-0.258819,-0.965926
2,Yeshwanthpur,8,Jayanagar,14.64,52.89,10.86,15,0,0,1,1,3,16.6081,0,0,0,0,1,0,1,0,-0.707107,-0.707107
3,Yelahanka,5,Indiranagar,19.32,60.54,16.05,17,0,1,0,1,3,19.1477,0,0,0,1,0,1,0,0,-0.965926,-0.258819
10,BTM Layout,4,Koramangala,6.09,11.17,6.23,23,0,0,1,1,3,32.7126,0,0,0,1,0,1,0,0,-0.258819,0.965926
6,Hebbal,4,Koramangala,15.69,22.43,4.63,0,0,0,1,1,3,41.9706,0,0,0,1,0,1,0,0,0.0,1.0
2,Yeshwanthpur,6,Hebbal,9.79,21.85,7.43,9,1,0,0,1,3,26.8833,0,0,0,0,1,0,1,0,0.707107,-0.707107
5,Indiranagar,9,Rajajinagar,11.6,48.71,11.8,20,0,1,0,1,3,14.2886,0,0,1,0,0,0,1,0,-0.866025,0.5
15,Banashankari,4,Koramangala,12.01,54.93,11.8,18,0,1,0,1,3,13.1185,0,0,0,1,0,1,0,0,-1.0,-0.0
8,Jayanagar,1,Marathahalli,17.23,63.01,18.19,18,0,1,0,1,3,16.4069,0,1,0,1,0,0,0,0,-1.0,-0.0
1,Marathahalli,4,Koramangala,11.19,41.62,17.12,10,1,0,0,1,3,16.1317,1,0,0,0,0,1,0,0,0.5,-0.866025
1,Marathahalli,4,Koramangala,11.19,18.41,6.43,5,0,0,1,1,3,36.4693,1,0,0,0,0,1,0,0,0.965926,0.258819
4,Koramangala,5,Indiranagar,5.99,29.32,8.43,17,0,1,0,1,3,12.2578,0,0,1,0,0,1,0,0,-0.965926,-0.258819
5,Indiranagar,11,HSR Layout,9.51,33.27,9.33,21,0,0,1,1,3,17.1506,0,0,1,0,0,1,0,0,-0.707107,0.707107
8,Jayanagar,2,Yeshwanthpur,14.27,23.19,4.06,1,0,0,1,1,3,36.9211,0,0,0,1,0,0,0,1,0.258819,0.965926
0,Whitefield,9,Rajajinagar,24.58,40.04,6.12,1,0,0,1,1,3,36.8332,1,0,0,0,0,0,1,0,0.258819,0.965926
1,Marathahalli,10,BTM Layout,20.93,44.99,19.47,20,0,1,0,1,3,27.9129,1,0,0,0,0,0,1,0,-0.866025,0.5
14,MG Road,3,Yelahanka,16.14,20.73,6.28,4,0,0,1,1,3,46.7149,0,0,1,0,0,0,1,0,0.866025,0.5
3,Yelahanka,10,BTM Layout,25.99,71.07,12.3,20,0,1,0,1,3,21.9417,0,0,0,1,0,0,1,0,-0.866025,0.5
7,Electronic City,15,Banashankari,19.66,23.04,4.75,1,0,0,1,1,3,51.1979,1,0,0,0,0,0,1,0,0.258819,0.965926
13,Sarjapur Road,1,Marathahalli,9.72,7.52,5.46,6,0,0,1,1,3,77.5532,1,1,0,0,0,0,0,0,1.0,0.0
6,Hebbal,10,BTM Layout,18.73,23.5,4.57,0,0,0,1,1,3,47.8213,0,0,0,1,0,0,1,0,0.0,1.0
3,Yelahanka,13,Sarjapur Road,31.68,27.75,11.61,1,0,0,1,1,3,68.4973,0,1,0,1,0,0,0,0,0.258819,0.965926
15,Banashankari,5,Indiranagar,15.3,44.56,10.96,21,0,0,1,1,3,20.6014,0,0,0,1,0,1,0,0,-0.707107,0.707107
2,Yeshwanthpur,14,MG Road,12.76,25.94,7.06,22,0,0,1,1,3,29.5143,0,0,0,0,1,1,0,0,-0.5,0.866025
5,Indiranagar,1,Marathahalli,8.1,34.26,11.91,18,0,1,0,1,3,14.1856,0,1,1,0,0,0,0,0,-1.0,-0.0
7,Electronic City,15,Banashankari,19.66,48.0,9.28,16,0,0,1,1,3,24.575,1,0,0,0,0,0,1,0,-0.866025,-0.5
10,BTM Layout,14,MG Road,13.9,38.48,11.59,18,0,1,0,1,3,21.6736,0,0,0,1,0,1,0,0,-1.0,-0.0
4,Koramangala,2,Yeshwanthpur,18.13,50.04,11.03,8,1,0,0,1,3,21.7386,0,0,1,0,0,0,0,1,0.866025,-0.5
12,Bannerghatta Rd,0,Whitefield,22.66,79.96,18.27,19,0,1,0,1,3,17.0035,0,1,0,1,0,0,0,0,-0.965926,0.258819
7,Electronic City,0,Whitefield,20.22,46.29,11.77,21,0,0,1,1,3,26.2087,1,1,0,0,0,0,0,0,-0.707107,0.707107
6,Hebbal,14,MG Road,9.7,10.77,3.17,4,0,0,1,1,3,54.039,0,0,0,1,0,1,0,0,0.866025,0.5
2,Yeshwanthpur,14,MG Road,12.76,41.4,9.08,12,0,0,1,1,3,18.4928,0,0,0,0,1,1,0,0,0.0,-1.0
2,Yeshwanthpur,8,Jayanagar,14.64,54.24,10.39,16,0,0,1,1,3,16.1947,0,0,0,0,1,0,1,0,-0.866025,-0.5
3,Yelahanka,0,Whitefield,31.0,70.78,15.97,9,1,0,0,1,3,26.2786,0,1,0,1,0,0,0,0,0.707107,-0.707107
3,Yelahanka,9,Rajajinagar,18.04,44.69,10.26,8,1,0,0,1,3,24.2202,0,0,0,1,0,0,1,0,0.866025,-0.5
3,Yelahanka,7,Electronic City,34.83,75.21,22.19,13,0,0,1,1,3,27.7862,0,1,0,1,0,0,0,0,-0.258819,-0.965926
9,Rajajinagar,3,Yelahanka,16.84,25.79,5.44,3,0,0,1,1,3,39.178,0,0,0,1,0,0,1,0,0.707107,0.707107
7,Electronic City,8,Jayanagar,16.21,27.62,10.79,20,0,1,0,1,3,35.2136,1,0,0,0,0,0,1,0,-0.866025,0.5
13,Sarjapur Road,10,BTM Layout,15.85,22.3,6.27,0,0,0,1,1,3,42.6457,1,0,0,0,0,0,1,0,0.0,1.0
6,Hebbal,2,Yeshwanthpur,9.51,10.65,3.62,4,0,0,1,1,3,53.5775,0,0,0,1,0,0,0,1,0.866025,0.5
13,Sarjapur Road,6,Hebbal,23.82,38.43,8.56,6,0,0,1,1,3,37.1897,1,0,0,0,0,0,1,0,1.0,0.0
3,Yelahanka,1,Marathahalli,27.38,31.25,10.37,1,0,0,1,1,3,52.5696,0,1,0,1,0,0,0,0,0.258819,0.965926
7,Electronic City,5,Indiranagar,18.77,44.37,11.63,20,0,1,0,1,3,25.382,1,0,0,0,0,1,0,0,-0.866025,0.5
0,Whitefield,10,BTM Layout,24.58,35.63,8.33,23,0,0,1,1,3,41.3921,1,0,0,0,0,0,1,0,-0.258819,0.965926
7,Electronic City,14,MG Road,19.98,37.5,10.44,11,0,0,1,1,3,31.968,1,0,0,0,0,1,0,0,0.258819,-0.965926
12,Bannerghatta Rd,8,Jayanagar,5.89,33.5,9.57,18,0,1,0,1,3,10.5493,0,0,0,1,0,0,1,0,-1.0,-0.0
5,Indiranagar,4,Koramangala,6.0,19.76,5.83,22,0,0,1,1,3,18.2186,0,0,1,0,0,1,0,0,-0.5,0.866025
3,Yelahanka,5,Indiranagar,19.32,22.88,3.86,3,0,0,1,1,3,50.6643,0,0,0,1,0,1,0,0,0.707107,0.707107
11,HSR Layout,12,Bannerghatta Rd,7.85,24.61,7.05,14,0,0,1,1,3,19.1386,0,0,1,0,0,0,1,0,-0.5,-0.866025
8,Jayanagar,5,Indiranagar,11.77,37.9,10.35,10,1,0,0,1,3,18.6332,0,0,0,1,0,1,0,0,0.5,-0.866025
6,Hebbal,7,Electronic City,27.57,34.83,7.41,23,0,0,1,1,3,47.4935,0,1,0,1,0,0,0,0,-0.258819,0.965926
5,Indiranagar,6,Hebbal,11.65,51.06,14.09,18,0,1,0,1,3,13.6898,0,0,1,0,0,0,1,0,-1.0,-0.0
4,Koramangala,12,Bannerghatta Rd,8.07,31.67,7.79,15,0,0,1,1,3,15.2889,0,0,1,0,0,0,1,0,-0.707107,-0.707107
9,Rajajinagar,8,Jayanagar,9.11,39.35,11.57,10,1,0,0,1,3,13.8907,0,0,0,1,0,0,1,0,0.5,-0.866025
15,Banashankari,14,MG Road,11.43,39.45,9.37,17,0,1,0,1,3,17.384,0,0,0,1,0,1,0,0,-0.965926,-0.258819
10,BTM Layout,14,MG Road,13.9,14.88,5.68,3,0,0,1,1,3,56.0484,0,0,0,1,0,1,0,0,0.707107,0.707107
4,Koramangala,6,Hebbal,15.35,50.11,10.12,20,0,1,0,1,3,18.3796,0,0,1,0,0,0,1,0,-0.866025,0.5
10,BTM Layout,8,Jayanagar,9.64,15.12,7.95,12,0,0,1,1,3,38.254,0,0,0,1,0,0,1,0,0.0,-1.0
6,Hebbal,5,Indiranagar,11.32,30.95,7.68,13,0,0,1,1,3,21.9451,0,0,0,1,0,1,0,0,-0.258819,-0.965926
11,HSR Layout,4,Koramangala,4.21,8.33,4.76,23,0,0,1,1,3,30.3241,0,0,1,0,0,1,0,0,-0.258819,0.965926
13,Sarjapur Road,5,Indiranagar,14.47,30.74,8.55,13,0,0,1,1,3,28.2433,1,0,0,0,0,1,0,0,-0.258819,-0.965926
10,BTM Layout,2,Yeshwanthpur,22.24,77.25,14.77,18,0,1,0,1,3,17.2738,0,0,0,1,0,0,0,1,-1.0,-0.0
4,Koramangala,10,BTM Layout,9.75,25.6,10.73,19,0,1,0,1,3,22.8516,0,0,1,0,0,0,1,0,-0.965926,0.258819
1,Marathahalli,2,Yeshwanthpur,23.31,54.51,12.32,14,0,0,1,1,3,25.6577,1,0,0,0,0,0,0,1,-0.5,-0.866025
1,Marathahalli,6,Hebbal,20.22,27.06,5.55,1,0,0,1,1,3,44.8337,1,0,0,0,0,0,1,0,0.258819,0.965926
5,Indiranagar,10,BTM Layout,15.75,42.62,9.82,12,0,0,1,1,3,22.1727,0,0,1,0,0,0,1,0,0.0,-1.0
8,Jayanagar,2,Yeshwanthpur,14.27,41.16,7.13,21,0,0,1,1,3,20.8017,0,0,0,1,0,0,0,1,-0.707107,0.707107
14,MG Road,13,Sarjapur Road,14.72,46.32,16.79,9,1,0,0,1,3,19.0674,0,1,1,0,0,0,0,0,0.707107,-0.707107
14,MG Road,5,Indiranagar,3.93,8.49,4.2,1,0,0,1,1,3,27.7739,0,0,1,0,0,1,0,0,0.258819,0.965926
12,Bannerghatta Rd,8,Jayanagar,5.89,32.23,9.67,8,1,0,0,1,3,10.9649,0,0,0,1,0,0,1,0,0.866025,-0.5
15,Banashankari,1,Marathahalli,22.32,77.23,15.91,19,0,1,0,1,3,17.3404,0,1,0,1,0,0,0,0,-0.965926,0.258819
8,Jayanagar,12,Bannerghatta Rd,5.87,21.59,8.38,8,1,0,0,1,3,16.3131,0,0,0,1,0,0,1,0,0.866025,-0.5
13,Sarjapur Road,10,BTM Layout,15.85,44.9,12.82,15,0,0,1,1,3,21.1804,1,0,0,0,0,0,1,0,-0.707107,-0.707107
15,Banashankari,11,HSR Layout,11.88,58.57,12.47,17,0,1,0,1,3,12.1701,0,0,0,1,0,1,0,0,-0.965926,-0.258819
1,Marathahalli,2,Yeshwanthpur,23.31,27.34,5.05,4,0,0,1,1,3,51.1558,1,0,0,0,0,0,0,1,0.866025,0.5
12,Bannerghatta Rd,4,Koramangala,7.82,39.23,10.31,20,0,1,0,1,3,11.9602,0,0,0,1,0,1,0,0,-0.866025,0.5
4,Koramangala,5,Indiranagar,5.99,18.53,4.78,22,0,0,1,1,3,19.3956,0,0,1,0,0,1,0,0,-0.5,0.866025
7,Electronic City,12,Bannerghatta Rd,16.58,8.68,6.24,23,0,0,1,1,3,114.6083,1,0,0,0,0,0,1,0,-0.258819,0.965926
12,Bannerghatta Rd,9,Rajajinagar,15.02,42.23,4.43,23,0,0,1,1,3,21.3403,0,0,0,1,0,0,1,0,-0.258819,0.965926
7,Electronic City,1,Marathahalli,18.02,39.09,14.52,18,0,1,0,1,3,27.6592,1,1,0,0,0,0,0,0,-1.0,-0.0
6,Hebbal,1,Marathahalli,19.38,29.37,6.7,1,0,0,1,1,3,39.5914,0,1,0,1,0,0,0,0,0.258819,0.965926
13,Sarjapur Road,15,Banashankari,17.99,83.02,18.4,19,0,1,0,1,3,13.0017,1,0,0,0,0,0,1,0,-0.965926,0.258819
12,Bannerghatta Rd,0,Whitefield,22.66,61.23,12.01,14,0,0,1,1,3,22.2048,0,1,0,1,0,0,0,0,-0.5,-0.866025
12,Bannerghatta Rd,10,BTM Layout,7.2,12.23,4.88,0,0,0,1,1,3,35.323,0,0,0,1,0,0,1,0,0.0,1.0
7,Electronic City,12,Bannerghatta Rd,16.58,13.98,11.47,18,0,1,0,1,3,71.1588,1,0,0,0,0,0,1,0,-1.0,-0.0
12,Bannerghatta Rd,9,Rajajinagar,15.02,70.23,8.28,18,0,1,0,1,3,12.8321,0,0,0,1,0,0,1,0,-1.0,-0.0
3,Yelahanka,9,Rajajinagar,18.04,44.26,9.39,13,0,0,1,1,3,24.4555,0,0,0,1,0,0,1,0,-0.258819,-0.965926
13,Sarjapur Road,12,Bannerghatta Rd,14.22,55.84,17.12,21,0,0,1,1,3,15.2794,1,0,0,0,0,0,1,0,-0.707107,0.707107
9,Rajajinagar,6,Hebbal,11.24,24.01,5.99,13,0,0,1,1,3,28.0883,0,0,0,1,0,0,1,0,-0.258819,-0.965926
12,Bannerghatta Rd,13,Sarjapur Road,14.21,45.33,11.56,6,0,0,1,1,3,18.8087,0,1,0,1,0,0,0,0,1.0,0.0
13,Sarjapur Road,9,Rajajinagar,20.89,96.07,25.73,18,0,1,0,1,3,13.0467,1,0,0,0,0,0,1,0,-1.0,-0.0
1,Marathahalli,8,Jayanagar,17.26,25.26,6.08,3,0,0,1,1,3,40.9976,1,0,0,0,0,0,1,0,0.707107,0.707107
15,Banashankari,6,Hebbal,18.5,57.87,10.46,19,0,1,0,1,3,19.1809,0,0,0,1,0,0,1,0,-0.965926,0.258819
2,Yeshwanthpur,12,Bannerghatta Rd,20.98,78.82,15.15,14,0,0,1,1,3,15.9706,0,0,0,0,1,0,1,0,-0.5,-0.866025
15,Banashankari,9,Rajajinagar,10.72,33.32,6.76,16,0,0,1,1,3,19.3037,0,0,0,1,0,0,1,0,-0.866025,-0.5
2,Yeshwanthpur,15,Banashankari,14.56,34.38,6.61,7,1,0,0,1,3,25.4101,0,0,0,0,1,0,1,0,0.965926,-0.258819
6,Hebbal,15,Banashankari,17.81,44.09,9.9,9,1,0,0,1,3,24.2368,0,0,0,1,0,0,1,0,0.707107,-0.707107
1,Marathahalli,13,Sarjapur Road,10.56,4.32,3.52,6,0,0,1,1,3,146.6667,1,1,0,0,0,0,0,0,1.0,0.0
13,Sarjapur Road,2,Yeshwanthpur,25.83,32.1,6.23,4,0,0,1,1,3,48.2804,1,0,0,0,0,0,0,1,0.866025,0.5
4,Koramangala,13,Sarjapur Road,9.83,36.88,10.64,15,0,0,1,1,3,15.9924,0,1,1,0,0,0,0,0,-0.707107,-0.707107
8,Jayanagar,11,HSR Layout,8.12,15.88,7.48,6,0,0,1,1,3,30.6801,0,0,0,1,0,1,0,0,1.0,0.0
7,Electronic City,5,Indiranagar,18.77,50.55,18.84,10,1,0,0,1,3,22.2789,1,0,0,0,0,1,0,0,0.5,-0.866025
9,Rajajinagar,12,Bannerghatta Rd,15.71,37.23,6.98,23,0,0,1,1,3,25.3183,0,0,0,1,0,0,1,0,-0.258819,0.965926
15,Banashankari,10,BTM Layout,8.17,32.8,7.55,13,0,0,1,1,3,14.9451,0,0,0,1,0,0,1,0,-0.258819,-0.965926
13,Sarjapur Road,9,Rajajinagar,20.89,86.14,23.97,8,1,0,0,1,3,14.5507,1,0,0,0,0,0,1,0,0.866025,-0.5
0,Whitefield,2,Yeshwanthpur,29.07,51.95,10.45,22,0,0,1,1,3,33.5746,1,0,0,0,0,0,0,1,-0.5,0.866025
0,Whitefield,6,Hebbal,25.97,27.72,4.93,4,0,0,1,1,3,56.2121,1,0,0,0,0,0,1,0,0.866025,0.5
2,Yeshwanthpur,11,HSR Layout,21.06,57.91,16.13,7,1,0,0,1,3,21.8201,0,0,0,0,1,1,0,0,0.965926,-0.258819
2,Yeshwanthpur,0,Whitefield,29.02,64.14,9.69,12,0,0,1,1,3,27.1469,0,1,0,0,1,0,0,0,0.0,-1.0
5,Indiranagar,1,Marathahalli,8.1,36.67,11.89,8,1,0,0,1,3,13.2533,0,1,1,0,0,0,0,0,0.866025,-0.5
2,Yeshwanthpur,1,Marathahalli,22.53,75.73,16.46,19,0,1,0,1,3,17.8503,0,1,0,0,1,0,0,0,-0.965926,0.258819
15,Banashankari,12,Bannerghatta Rd,8.61,36.1,8.25,14,0,0,1,1,3,14.3102,0,0,0,1,0,0,1,0,-0.5,-0.866025
10,BTM Layout,6,Hebbal,22.96,55.03,11.08,20,0,1,0,1,3,25.0336,0,0,0,1,0,0,1,0,-0.866025,0.5
4,Koramangala,10,BTM Layout,9.75,14.92,5.92,14,0,0,1,1,3,39.2091,0,0,1,0,0,0,1,0,-0.5,-0.866025
15,Banashankari,10,BTM Layout,8.17,36.82,11.12,8,1,0,0,1,3,13.3134,0,0,0,1,0,0,1,0,0.866025,-0.5
12,Bannerghatta Rd,14,MG Road,10.39,53.52,15.39,9,1,0,0,1,3,11.648,0,0,0,1,0,1,0,0,0.707107,-0.707107
2,Yeshwanthpur,15,Banashankari,14.56,47.26,7.61,17,0,1,0,1,3,18.485,0,0,0,0,1,0,1,0,-0.965926,-0.258819
8,Jayanagar,3,Yelahanka,20.58,33.82,7.51,23,0,0,1,1,3,36.5109,0,0,0,1,0,0,1,0,-0.258819,0.965926
11,HSR Layout,5,Indiranagar,9.5,42.97,10.86,16,0,0,1,1,3,13.2651,0,0,1,0,0,1,0,0,-0.866025,-0.5
2,Yeshwanthpur,4,Koramangala,17.91,74.91,15.77,18,0,1,0,1,3,14.3452,0,0,0,0,1,1,0,0,-1.0,-0.0
14,MG Road,6,Hebbal,9.25,29.41,7.65,14,0,0,1,1,3,18.8711,0,0,1,0,0,0,1,0,-0.5,-0.866025
15,Banashankari,5,Indiranagar,15.3,27.19,6.1,1,0,0,1,1,3,33.7624,0,0,0,1,0,1,0,0,0.258819,0.965926
8,Jayanagar,3,Yelahanka,20.58,46.24,7.85,8,1,0,0,1,3,26.7042,0,0,0,1,0,0,1,0,0.866025,-0.5
10,BTM Layout,2,Yeshwanthpur,22.24,40.35,7.64,23,0,0,1,1,3,33.0706,0,0,0,1,0,0,0,1,-0.258819,0.965926
4,Koramangala,15,Banashankari,11.89,41.94,12.38,8,1,0,0,1,3,17.01,0,0,1,0,0,0,1,0,0.866025,-0.5
14,MG Road,1,Marathahalli,11.03,32.76,9.14,14,0,0,1,1,3,20.2015,0,1,1,0,0,0,0,0,-0.5,-0.866025
13,Sarjapur Road,0,Whitefield,14.97,29.09,12.35,19,0,1,0,1,3,30.8766,1,1,0,0,0,0,0,0,-0.965926,0.258819
3,Yelahanka,1,Marathahalli,27.38,56.9,12.18,16,0,0,1,1,3,28.8717,0,1,0,1,0,0,0,0,-0.866025,-0.5
7,Electronic City,0,Whitefield,20.22,28.93,7.39,1,0,0,1,1,3,41.9357,1,1,0,0,0,0,0,0,0.258819,0.965926
14,MG Road,6,Hebbal,9.25,11.72,3.69,4,0,0,1,1,3,47.3549,0,0,1,0,0,0,1,0,0.866025,0.5
15,Banashankari,3,Yelahanka,24.11,59.77,13.08,14,0,0,1,1,3,24.2028,0,0,0,1,0,0,1,0,-0.5,-0.866025
0,Whitefield,1,Marathahalli,7.3,14.51,5.64,4,0,0,1,1,3,30.1861,1,1,0,0,0,0,0,0,0.866025,0.5
0,Whitefield,7,Electronic City,23.75,52.24,15.09,21,0,0,1,1,3,27.2779,1,1,0,0,0,0,0,0,-0.707107,0.707107
4,Koramangala,0,Whitefield,17.25,40.43,10.5,13,0,0,1,1,3,25.5998,0,1,1,0,0,0,0,0,-0.258819,-0.965926
3,Yelahanka,9,Rajajinagar,18.04,56.75,10.08,18,0,1,0,1,3,19.0731,0,0,0,1,0,0,1,0,-1.0,-0.0
14,MG Road,12,Bannerghatta Rd,10.26,38.78,8.57,14,0,0,1,1,3,15.8742,0,0,1,0,0,0,1,0,-0.5,-0.866025
6,Hebbal,5,Indiranagar,11.32,32.11,9.45,8,1,0,0,1,3,21.1523,0,0,0,1,0,1,0,0,0.866025,-0.5
7,Electronic City,13,Sarjapur Road,10.44,20.92,6.21,3,0,0,1,1,3,29.9426,1,1,0,0,0,0,0,0,0.707107,0.707107
4,Koramangala,11,HSR Layout,4.62,14.74,9.48,8,1,0,0,1,3,18.806,0,0,1,0,0,1,0,0,0.866025,-0.5
3,Yelahanka,5,Indiranagar,19.32,63.18,12.57,18,0,1,0,1,3,18.3476,0,0,0,1,0,1,0,0,-1.0,-0.0
0,Whitefield,2,Yeshwanthpur,29.07,58.57,10.36,12,0,0,1,1,3,29.7798,1,0,0,0,0,0,0,1,0.0,-1.0
2,Yeshwanthpur,5,Indiranagar,14.47,39.04,6.35,21,0,0,1,1,3,22.2387,0,0,0,0,1,1,0,0,-0.707107,0.707107
2,Yeshwanthpur,15,Banashankari,14.56,42.7,6.77,12,0,0,1,1,3,20.459,0,0,0,0,1,0,1,0,0.0,-1.0
7,Electronic City,9,Rajajinagar,23.39,31.99,5.42,5,0,0,1,1,3,43.87,1,0,0,0,0,0,1,0,0.965926,0.258819
0,Whitefield,14,MG Road,19.37,68.14,21.1,17,0,1,0,1,3,17.0561,1,0,0,0,0,1,0,0,-0.965926,-0.258819
